tab	sites
site	location	result_type	result_quality	method_codes	citations	geologic_classes	geologic_types	lithologies	bed_dip	bed_dip_direction	lat	lon	age_low	age_high	age_unit	dir_tilt_correction	dir_dec	dir_inc	dir_alpha95	dir_k	dir_n_samples	dir_comp_name	vgp_lat	vgp_lon	description
LN 15	Lone Mountain	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	22.0	15	40.5757	251.5049	750	800	Ma	0.0	354.3	63.9	6.4	92.9	6.0	overprint	88.2	203.6	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
LN 17	Lone Mountain	i	b	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	30.0	34	40.5757	251.5049	750	800	Ma	0.0	10.4	63.6	7.8	62.5	6.0	overprint	88.2	203.6	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
LN 17	Lone Mountain	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	30.0	34	40.5757	251.5049	750	800	Ma	0.0	195.8	67.0	4.6	178.4	6.0	overprint	88.2	203.6	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
LN 20	Lone Mountain	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	24.0	46	40.5757	251.5049	750	800	Ma	0.0	355.6	61.8	5.4	92.9	8.0	overprint	88.2	203.6	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
JP1	Juniper Mountain	i	b	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	9.0	224	40.5016	251.8045	750	800	Ma	0.0	0.8	64.7	22.3	4.9	10.0	overprint	88.2	203.6	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
JP 2	Juniper Mountain	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	9.0	224	40.5016	251.8045	750	800	Ma	0.0	10.1	54.5	6.5	64.5	8.0	overprint	88.2	203.6	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
JP 3	Juniper Mountain	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	12.0	229	40.5016	251.8045	750	800	Ma	0.0	10.2	56.5	4.7	108.1	8.0	overprint	88.2	203.6	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
JP 4	Juniper Mountain	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	12.0	229	40.5016	251.8045	750	800	Ma	0.0	7.2	54.7	9.9	24.8	9.0	overprint	88.2	203.6	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
JP 5	Juniper Mountain	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	12.0	229	40.5016	251.8045	750	800	Ma	0.0	3.8	59.3	6.2	54.9	10.0	overprint	88.2	203.6	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
JP 6	Juniper Mountain	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	11.0	232	40.5016	251.8045	750	800	Ma	0.0	6.5	27.5	14.5	12.1	9.0	overprint	88.2	203.6	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
JP 7	Juniper Mountain	i	b	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	11.0	232	40.5016	251.8045	750	800	Ma	0.0	272.0	48.9	10.5	43.0	5.0	overprint	88.2	203.6	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
SC 2	Sheep Creek Canyon	i	b	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	81.0	55	40.9518	250.2012	750	800	Ma	100.0	97.9	-25.3	11.5	45.0	5.0	ChRM	6.5	158.4	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
SC 5	Sheep Creek Canyon	i	b	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	80.0	54	40.9518	250.2012	750	800	Ma	100.0	77.4	-11.0	12.7	53.0	4.0	ChRM	6.5	158.4	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
SC 6	Sheep Creek Canyon	i	b	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	78.0	55	40.9518	250.2012	750	800	Ma	100.0	105.7	-18.8	12.6	23.8	7.0	ChRM	6.5	158.4	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
SC 9	Sheep Creek Canyon	i	b	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	43.0	23	40.9518	250.2012	750	800	Ma	100.0	107.2	-16.5	17.1	52.9	3.0	ChRM	6.5	158.4	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
SC 10	Sheep Creek Canyon	i	b	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	55.0	31	40.9518	250.2012	750	800	Ma	100.0	71.3	-7.1	11.9	108.4	3.0	ChRM	6.5	158.4	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
SC 11	Sheep Creek Canyon	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	39.0	26	40.9518	250.2012	750	800	Ma	100.0	110.0	-20.9	4.1	115.0	12.0	ChRM	6.5	158.4	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
SC 12	Sheep Creek Canyon	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	36.0	27	40.9518	250.2012	750	800	Ma	100.0	95.5	-7.1	5.3	69.2	12.0	ChRM	6.5	158.4	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
SC 13	Sheep Creek Canyon	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	38.0	16	40.9518	250.2012	750	800	Ma	100.0	83.0	2.0	6.5	1502.0	2.0	ChRM	6.5	158.4	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
SC 13	Sheep Creek Canyon	i	b	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	38.0	16	40.9518	250.2012	750	800	Ma	100.0	68.0	12.7	12.5	98.1	3.0	ChRM	6.5	158.4	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
SC 14	Sheep Creek Canyon	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	39.0	31	40.9518	250.2012	750	800	Ma	100.0	104.7	-4.7	3.4	718.1	4.0	ChRM	6.5	158.4	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
SC 15	Sheep Creek Canyon	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	30.0	28	40.9518	250.2012	750	800	Ma	100.0	106.2	0.6	11.6	63.8	4.0	ChRM	6.5	158.4	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
SC 16	Sheep Creek Canyon	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	41.0	45	40.9518	250.2012	750	800	Ma	100.0	108.5	-13.8	9.5	65.6	5.0	ChRM	6.5	158.4	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
SC 17	Sheep Creek Canyon	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	41.0	38	40.9518	250.2012	750	800	Ma	100.0	91.9	-15.0	7.5	48.1	9.0	ChRM	6.5	158.4	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
SC 19	Sheep Creek Canyon	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	40.0	33	40.9518	250.2012	750	800	Ma	100.0	94.8	-7.4	9.6	64.6	5.0	ChRM	6.5	158.4	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
SC 20	Sheep Creek Canyon	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	35.0	34	40.9518	250.2012	750	800	Ma	100.0	98.5	-9.8	5.7	64.6	11.0	ChRM	6.5	158.4	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
SC 21	Sheep Creek Canyon	i	b	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	52.0	35	40.9518	250.2012	750	800	Ma	100.0	0.0	47.5	20.7	36.5	3.0	ChRM	6.5	158.4	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
SC 22	Sheep Creek Canyon	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	30.0	17	40.9518	250.2012	750	800	Ma	100.0	82.1	11.5	6.4	39.3	14.0	ChRM	6.5	158.4	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
SC 23	Sheep Creek Canyon	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	30.0	17	40.9518	250.2012	750	800	Ma	100.0	99.2	-3.9	7.5	56.0	8.0	ChRM	6.5	158.4	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
SC 24	Sheep Creek Canyon	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	20.0	357	40.9518	250.2012	750	800	Ma	100.0	95.0	1.6	3.6	665.2	4.0	ChRM	6.5	158.4	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
SC 26	Sheep Creek Canyon	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	22.0	347	40.9518	250.2012	750	800	Ma	100.0	89.0	4.4	5.9	55.9	8.0	ChRM	6.5	158.4	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
SC 71	Sheep Creek Canyon	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	33.0	24	40.9518	250.2012	750	800	Ma	100.0	102.7	-9.4	11.3	47.2	5.0	ChRM	6.5	158.4	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
SC 72	Sheep Creek Canyon	i	b	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	25.0	48	40.9518	250.2012	750	800	Ma	100.0	93.2	1.1	15.9	24.0	5.0	ChRM	6.5	158.4	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
SC 75	Sheep Creek Canyon	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	39.0	24	40.9518	250.2012	750	800	Ma	100.0	94.5	-15.0	13.2	22.0	7.0	ChRM	6.5	158.4	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
SC 77	Sheep Creek Canyon	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	32.0	14	40.9518	250.2012	750	800	Ma	100.0	86.8	2.5	7.5	66.3	8.0	ChRM	6.5	158.4	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
SC 80	Sheep Creek Canyon	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	27.0	26	40.9518	250.2012	750	800	Ma	100.0	81.0	6.1	10.2	36.0	7.0	ChRM	6.5	158.4	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
SC 83	Sheep Creek Canyon	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	30.0	14	40.9518	250.2012	750	800	Ma	100.0	109.0	-9.9	2.5	502.2	8.0	ChRM	6.5	158.4	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
SC 84	Sheep Creek Canyon	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	95.0	8	40.9518	250.2012	750	800	Ma	100.0	99.5	-7.0	7.3	70.1	7.0	ChRM	6.5	158.4	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
SC 85	Sheep Creek Canyon	i	b	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	30.0	10	40.9518	250.2012	750	800	Ma	100.0	71.7	4.7	8.2	46.4	8.0	ChRM	6.5	158.4	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
SC 86	Sheep Creek Canyon	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	23.0	357	40.9518	250.2012	750	800	Ma	100.0	84.5	9.7	8.3	53.5	7.0	ChRM	6.5	158.4	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
SC 87	Sheep Creek Canyon	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	35.0	9	40.9518	250.2012	750	800	Ma	100.0	98.2	-15.0	7.3	69.4	7.0	ChRM	6.5	158.4	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
SC 88	Sheep Creek Canyon	i	b	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	27.0	22	40.9518	250.2012	750	800	Ma	100.0	73.4	-6.2	11.6	44.3	5.0	ChRM	6.5	158.4	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
SC 89	Sheep Creek Canyon	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	15.0	337	40.9518	250.2012	750	800	Ma	100.0	102.7	-11.1	11.0	23.0	9.0	ChRM	6.5	158.4	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
SC 90	Sheep Creek Canyon	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	15.0	337	40.9518	250.2012	750	800	Ma	100.0	95.6	-15.1	9.6	50.1	6.0	ChRM	6.5	158.4	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
BL 54	Browne Lake	i	b	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone		90	40.8717	250.2097	750	800	Ma	100.0						ChRM	-1.6	167.4	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
BL 55	Browne Lake	i	b	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	5.0	8	40.8717	250.2097	750	800	Ma	100.0	37.8	53.7	6.4	114.9	5.0	ChRM	-1.6	167.4	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
BL 56	Browne Lake	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	11.0	7	40.8717	250.2097	750	800	Ma	100.0	84.3	-8.3	13.1	35.1	5.0	ChRM	-1.6	167.4	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
CC 57	Carter Creek	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	12.0	15	40.895	250.2808	750	800	Ma	100.0	261.0	-8.7	5.8		8.0	ChRM	-5.7	160.1	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
CC 58	Carter Creek	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	10.0	322	40.895	250.2808	750	800	Ma	100.0	265.0	-12.3	4.4		10.0	ChRM	-5.7	160.1	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
CC 59	Carter Creek	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	9.0	7	40.895	250.2808	750	800	Ma	100.0	268.6	-10.6	12.9		5.0	ChRM	-5.7	160.1	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
CC 60	Carter Creek	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	5.0	30	40.895	250.2808	750	800	Ma	100.0	271.7	-2.6	3.4		4.0	ChRM	-5.7	160.1	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
CC 61	Carter Creek	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	1.0	11	40.895	250.2808	750	800	Ma	100.0	263.8	-5.6	11.7		9.0	ChRM	-5.7	160.1	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
DS 29	Dowd Springs (flat)	i	b	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM:DE-BFP-G:DE-FM-LP	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	0.0	90	40.9434	250.2747	750	800	Ma	100.0	98.7	-20.1	30.7	4.8	7.0	ChRM	11.2	155.6	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
DS 29	Dowd Springs (flat)	i	b	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM:DE-BFP-G:DE-FM-LP	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	0.0	90	40.9434	250.2747	750	800	Ma	100.0	281.1	-42.2	14.3	30.3	5.0	ChRM	11.2	155.6	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
DS 30	Dowd Springs (flat)	i	b	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM:DE-BFP-G:DE-FM-LP	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	4.0	197	40.9434	250.2747	750	800	Ma	100.0	302.9	-71.5	8.1	69.2	6.0	ChRM	11.2	155.6	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
DS 31	Dowd Springs (flat)	i	b	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM:DE-BFP-G:DE-FM-LP	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	3.0	307	40.9434	250.2747	750	800	Ma	100.0	107.0	6.1	20.6	8.2	8.0	ChRM	11.2	155.6	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
DS 32	Dowd Springs (flat)	i	b	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM:DE-BFP-G:DE-FM-LP	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	0.0	90	40.9434	250.2747	750	800	Ma	100.0	282.0	-36.1	24.0	11.1	5.0	ChRM	11.2	155.6	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
DS 33	Dowd Springs (flat)	i	b	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM:DE-BFP-G:DE-FM-LP	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	7.0	222	40.9434	250.2747	750	800	Ma	100.0	95.7	-10.6	19.9	39.5	3.0	ChRM	11.2	155.6	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
DS 34	Dowd Springs (flat)	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM:DE-BFP-G:DE-FM-LP	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	7.0	222	40.9434	250.2747	750	800	Ma	100.0	101.6	-1.5	10.8	23.7	9.0	ChRM	11.2	155.6	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
DS 35	Dowd Springs (flat)	i	g	LP-DM-NRM:LP-DIR-CHEM:LP-IRM-DCD:LP-DIR-T:ST-F:DE-BFL:DE-FM:DE-BFP-G:DE-FM-LP	10.1016/j.precamres.2006.01.017	Sedimentary	Sediment Layer	Sandstone:Mudstone	4.0	189	40.9434	250.2747	750	800	Ma	100.0	103.3	-7.5	8.8	31.1	10.0	ChRM	11.2	155.6	Red beds of the Neoproterozoic Uinta Mountain Group in the Central Rocky Mountains of Utah.
