RefNo,ResultNo,RockName,Year,Authors,Journal,Volume,Pages,Continent,RockType,LowAge,HighAge,LoMagAge,HiMagAge,SLat,SLon,PLat,PLon,DP,DM,QSUM,RSUM,K,A95,B,N
3414,8683,Marystown Group,2001,"McNamara, A.K., MacNiocaill, C., van der Pluijm, B.A., Van der Voo, R.",Geol.Soc.Amer.Bull.,113,1161-1170,North America,"extrusives, basalts, pyroclasts",601,628,601,618,47,-55.7,22.6,239.9,7.7,11.1,6,4,30,8,13,103
3342,8548,Molson Dykes C1,2000,"Halls, H.C., Heaman, L.M.",Canad. J. Earth Sci.,37,957-966,North America,intrusives,2089,2093,2089,2093,55,-97.5,53,180,7.6,9.7,5,4,,6.2,,8
3479,8854,Wapisu Gneiss Dome,2000,"Symons, D.T.A., Harris, M.J.",Canad. J. Earth Sci.,37,913-922,North America,"metamorphics, gneiss",1800,1820,1800,1820,55.8,-99.3,75.8,240.5,9.5,10,5,5,46,5.3,17,120
3488,8889,Deschambault Pegmatites,2000,"Symons, D.T.A., Symons, T.B., Lewchuk, M.T.",Phys.Chem.Earth(A),25,479-487,North America,"intrusives, pegmatites",1761,1771,1761,1771,54.9,-103.3,67.5,276,7.6,7.8,5,4,77.5,4,18,168
3342,8549,Molson Dykes C2 (Molson B Dykes Reverse),2000,"Halls, H.C., Heaman, L.M.",Canad. J. Earth Sci.,37,957-966,North America,intrusives,1873,1886,1873,1886,55,-97.5,28.7,216,7.3,9.1,6,5,,5.6,11,63
3623,9165,Haliburton Intrusions,2000,"Warnock, A.C., Kodama, K.P., Zeitler, P.K.",J.Geophys.Res.,105,19435-19453,North America,"intrusives, gabbro, diorite",1000,1030,1000,1030,45,-78.6,-32.6,141.9,5.9,6.7,4,3,23,3.8,17,59
3623,9166,Haliburton Intrusions,2000,"Warnock, A.C., Kodama, K.P., Zeitler, P.K.",J.Geophys.Res.,105,19435-19453,North America,"intrusives, gabbro, diorite",1000,1030,580,620,45,-78.6,29.9,169.9,6.4,12.6,3,3,7.6,12.3,10,17
3671,9250,Society Cliffs Dolostone,2000,"Symons, D.T.A., Symons, T.B., Sangster, D.F.",Mineralium Deposita,35,672-682,North America,"sediments, dolomites",1174,1222,1085,1105,73,-84.5,42.8,168.2,4.9,6.8,5,3,104.1,4.8,10,97
3236,8359,Boot-Phantom Pluton,1999,"Symons, D.T.A., Mackay, C.D.",Basement Tectonics,13,313-331,North America,"intrusives, gabbro, diorite, tonalite",1837,1839,1837,1839,54.7,-101.9,62.4,279.4,7.9,8,6,5,72,4.1,18,90
3236,8360,Kaminis Lake Pluton and Amisk Metavolcanics,1999,"Symons, D.T.A., Mackay, C.D.",Basement Tectonics,13,313-331,North America,"intrusives,extrusives,granodiorite",1846,1866,1846,1866,54.7,-101.9,9.7,277.6,17.5,22.8,4,3,40,14.8,2,4
3235,8358,Deschambault Post and Tower Island Plutons,1999,"Symons, D.T.A., Symons, T.B., Lewchuk, M.T.","Saskatchewan Geol.Surv.Misc.Rpt., 99-4.1",,140-147,North America,"intrusives, granite, granodiorite",1780,1810,1780,1810,54.9,-103.4,76.7,257.6,5.9,6.2,3,2,103.7,3.3,19,114
3278,8429,Clearwater Anorthosite,1999,"Halls, H.C., Hanes, J.A.",Tectonophysics,312,235-248,North America,"intrusives, anorthosite",1910,1924,1910,1924,57.1,-108.4,6.5,311.8,2.2,3.7,5,3,315.8,3.1,8,115
3306,8480,Lorrain Formation,1999,"Schmidt, P.W., Williams, G.E.",Earth Planet.Sci.Letters,172,273-285,North America,"sediments, hematitic breccia",2300,2400,2300,2400,47.4,-79.5,-21.1,213.1,3.3,6.7,4,3,10.7,6.7,3,47
3306,8481,Lorrain Formation,1999,"Schmidt, P.W., Williams, G.E.",Earth Planet.Sci.Letters,172,273-285,North America,"sediments, hematitic breccia",2300,2400,1800,1900,47.4,-79.5,57.1,338.3,4.1,4.8,4,2,34.1,2.8,3,61
3193,8286,"Central Gneiss Belt, Grenville Province",1998,"Costanzo-Alvarez,V., Dunlop,D.J.",Earth Planet.Sci.Letters,157,89-103,North America,"metamorphics, gneiss",1350,1900,920,980,46,-80,-14,149,25,33,3,2,14,22,5,40
3193,8287,"Central Gneiss Belt, Grenville Province",1998,"Costanzo-Alvarez,V., Dunlop,D.J.",Earth Planet.Sci.Letters,157,89-103,North America,"metamorphics, gneiss",1350,1900,920,980,46,-80,-36,141,24,27,4,2,27,15,5,40
3193,8288,"Central Gneiss Belt, Grenville Province",1998,"Costanzo-Alvarez,V., Dunlop,D.J.",Earth Planet.Sci.Letters,157,89-103,North America,"metamorphics, gneiss",1350,1900,920,980,46,-80,-15,145,27,34,3,2,33,22,3,24
3193,8289,"Central Gneiss Belt, Grenville Province",1998,"Costanzo-Alvarez,V., Dunlop,D.J.",Earth Planet.Sci.Letters,157,89-103,North America,"metamorphics, gneiss",1350,1900,920,980,46,-80,-20,137,22,26,4,2,38,15,4,32
3193,8290,"Central Gneiss Belt, Grenville Province",1998,"Costanzo-Alvarez,V., Dunlop,D.J.",Earth Planet.Sci.Letters,157,89-103,North America,"metamorphics, gneiss",1350,1900,920,980,46,-80,-12,154,15,21,4,2,21,15,6,48
3193,8291,"Central Gneiss Belt, Grenville Province",1998,"Costanzo-Alvarez,V., Dunlop,D.J.",Earth Planet.Sci.Letters,157,89-103,North America,"metamorphics, gneiss",1350,1900,920,980,46,-80,-13,158,17,25,3,2,19,18,5,40
3193,8292,"Central Gneiss Belt, Grenville Province",1998,"Costanzo-Alvarez,V., Dunlop,D.J.",Earth Planet.Sci.Letters,157,89-103,North America,"metamorphics, gneiss",1350,1900,920,980,46,-80,-5,135,19,25,4,3,13,16,8,64
3227,8342,Electra Lake Gabbro,1998,"Harlan, S.S., Geissman, J.W.",J.Geophys.Res.,103,15497-15507,North America,"intrusives, gabbro",1433,1437,1433,1437,37.9,-107.8,-21.1,221.1,3.4,3.4,5,4,94,3.3,21,173
3193,8294,"Central Gneiss Belt, Grenville Province",1998,"Costanzo-Alvarez,V., Dunlop,D.J.",Earth Planet.Sci.Letters,157,89-103,North America,"metamorphics, gneiss",1350,1900,920,980,46,-80,-33,147,11,13,4,3,49,8,9,72
3204,8308,Ptarmigan Dyke Swarm,1998,"Buchan, K.L., Mortensen, J.K., Card, K.D., Percival, J.A.",Canad. J. Earth Sci.,35,1054-1069,North America,intrusives,2504,2507,2504,2507,58,-74,-41.6,219.5,8.7,14.3,4,3,112,11.7,3,15
3204,8309,Maguire Dyke Swarm,1998,"Buchan, K.L., Mortensen, J.K., Card, K.D., Percival, J.A.",Canad. J. Earth Sci.,35,1054-1069,North America,intrusives,2209,2264,2209,2264,58,-74,-8.5,266.6,5.8,9.8,6,4,46,8.3,8,39
3204,8310,Minto Dyke Swarm,1998,"Buchan, K.L., Mortensen, J.K., Card, K.D., Percival, J.A.",Canad. J. Earth Sci.,35,1054-1069,North America,intrusives,1997,2000,1997,2000,58,-74,38.2,173.8,7.7,13.1,5,4,23,11,9,48
3207,8314,Sahli Granite,1998,"Gala, M.G., Symons, D.T.A., Palmer, H.C.",Precambrian Res.,90,85-101,North America,"intrusives, granite",2394,2454,1800,1840,53.1,-102.8,49.2,276,8.8,9.1,4,2,54.8,4.6,19,95
3214,8321,Skinner Cove Volcanics,1998,"McCausland, P.J.A., Hodych, J.P.",Earth Planet.Sci.Letters,163,15-29,North America,"extrusives,basalts,trachytes,intrusives",548,554,548,554,49.52,-58,15,157,9,9,5,4,21.1,10.8,10,57
3193,8293,"Central Gneiss Belt, Grenville Province",1998,"Costanzo-Alvarez,V., Dunlop,D.J.",Earth Planet.Sci.Letters,157,89-103,North America,"metamorphics, gneiss",1350,1900,920,980,46,-80,-22,130,,,3,2,,,1,8
3241,8368,Big island Gneiss Dome,1998,"Symons, D.T.A., Harris, M.J.","Manitoba Energy and Mines, Geol.Services, Rpt. of Activities",,25-31,North America,"metamorphics, gneiss",1800,1815,1800,1815,55.2,-101.2,24,313,25,33,2,2,52,22,11,55
3246,8374,Kicking Horse Ore Deposits,1998,"Symons, D.T.A., Lewchuk, M.T., Sangster, D.F.",Econ.Geol.,93,68-83,North America,"sediments, limestones, dolostones",444,542,65,100,51.4,-116.4,64,207.2,5.4,5.8,4,3,121.6,3.1,19,180
3193,8283,"Central Gneiss Belt, Grenville Province",1998,"Costanzo-Alvarez,V., Dunlop,D.J.",Earth Planet.Sci.Letters,157,89-103,North America,"metamorphics, gneiss",1350,1900,920,980,46,-80,-49,155,29,34,3,2,10,20,7,56
3193,8284,"Central Gneiss Belt, Grenville Province",1998,"Costanzo-Alvarez,V., Dunlop,D.J.",Earth Planet.Sci.Letters,157,89-103,North America,"metamorphics, gneiss",1350,1900,920,980,46,-80,-29,134,20,22,4,3,19,12,9,72
3193,8285,"Central Gneiss Belt, Grenville Province",1998,"Costanzo-Alvarez,V., Dunlop,D.J.",Earth Planet.Sci.Letters,157,89-103,North America,"metamorphics, gneiss",1350,1900,920,980,46,-80,-29,147,14,17,4,3,25,10,10,80
3838,9497,Stillwater Complex,1997,"Xu, W., Geissman, J.W., Van der Voo, R., Peacor, D.R.",J.Geophys.Res.,102,"B6, 12139-12157",North America,intrusives,2701,2709,2701,2709,45.5,-110,-66.5,292.4,16.4,16.4,4,4,18.8,15.9,6,40
3174,8249,"Coleman Member, Gowganda Formation",1997,"Williams, G.E., Schmidt, P.W.",Earth Planet.Sci.Letters,153,157-169,North America,"sediments, sandstone, diamictite",2300,2400,2100,2200,47,-81,36.5,229.5,12.4,14.5,5,3,13,8.5,7,28
3174,8248,"Coleman Member, Gowganda Formation",1997,"Williams, G.E., Schmidt, P.W.",Earth Planet.Sci.Letters,153,157-169,North America,"sediments, sandstone, diamictite",2300,2400,2300,2400,47,-81,-31.3,233.7,3.4,6.7,4,2,16.3,6.7,5,30
3174,8247,"Firstbrook Member, Gowganda Formation",1997,"Williams, G.E., Schmidt, P.W.",Earth Planet.Sci.Letters,153,157-169,North America,"sediments, red siltstones",2300,2400,1000,1800,47.3,-79.8,-20.5,159.1,6.1,8.5,2,1,36.6,6,3,17
3174,8246,"Firstbrook Member, Gowganda Formation",1997,"Williams, G.E., Schmidt, P.W.",Earth Planet.Sci.Letters,153,157-169,North America,"sediments, red siltstones",2300,2400,1000,1800,47.3,-79.8,71.8,190.7,5.4,6.9,3,2,47.8,4.4,8,50
3174,8245,Lorrain Formation,1997,"Williams, G.E., Schmidt, P.W.",Earth Planet.Sci.Letters,153,157-169,North America,"sediments, purple siltstones, sandstones",2300,2400,1850,2300,46.3,-83.9,75.3,23.4,6.9,9.1,2,1,37.3,6.1,5,16
3174,8244,Lorrain Formation,1997,"Williams, G.E., Schmidt, P.W.",Earth Planet.Sci.Letters,153,157-169,North America,"sediments, purple siltstones, sandstones",2300,2400,2300,2400,46.3,-83.9,-46.1,268.3,3,5.9,2,1,8.7,5.9,17,75
3123,8148,"Sayunei Formation, Rapitan Group",1997,"Park, J.K.",Canad. J. Earth Sci.,34,34-49,North America,sediments,700,750,675,725,63,-127,-16,7,6,12,5,3,84,12,6,22
3123,8147,"Sayunei Formation, Rapitan Group",1997,"Park, J.K.",Canad. J. Earth Sci.,34,34-49,North America,sediments,700,750,700,750,63,-127,-1,334,4,9,6,4,34,8,10,25
3129,8163,Chengwatana Volcanics,1997,"Kean, W.F., Williams, I., Chan, L., Feeney, J.",Geophys.Res.Lett.,24,1523-1526,North America,"extrusives, basalts",1093,1097,1093,1097,45.4,-92.7,30.9,186.1,5.4,9.3,5,3,48.5,8,6,60
3364,8587,Mount Moran Dyke,1997,"Harlan, S.S., Geismann, J.W., Snee, L.W.",U.S.Geol.Surv.Prof.Paper 1580,,16pp,North America,intrusives,765,785,765,785,43.8,-110.8,11.6,148.9,5.1,10.2,4,3,36,10.2,1,7
3364,8588,Christmas Lake Dyke,1997,"Harlan, S.S., Geismann, J.W., Snee, L.W.",U.S.Geol.Surv.Prof.Paper 1580,,16pp,North America,intrusives,770,778,770,778,45,-109.5,7.4,137,4.4,8.3,4,3,44,7.9,1,9
3061,8033,Marathon Normal Polarity Dykes,1996,"Buchan, K.L., Halls, H.C., Mortensen, J.K.",Canad. J. Earth Sci.,33,1583-1595,North America,"intrusives, diabase",2114,2135,2114,2135,49,-86,42.7,195.8,6.7,9.2,5,3,35,6.3,16,129
3242,8369,Davin Lake Granodiorite,1996,"Symons, D.T.A., Radigan, S.P., Lewchuk, M.T.","Saskatchewan Geol.Surv.Misc.Rpt., 96-4",,111-118,North America,"intrusives, granites, migmatite",1840,1860,1840,1860,56.9,-103.6,54,266.8,9.3,9.3,3,3,47.2,4.7,21,90
3059,8030,Pre-Grenvillian Mafic Intrusions,1996,"Park, J.K., Gower, C.F.",Canad. J. Earth Sci.,33,746-756,North America,"intrusives, gabbro, norite, mafic rocks",1420,1650,920,970,54.5,-58.5,11,168,2,4,4,2,40,4,36,156
3059,8029,Pre-Grenvillian Mafic Intrusions,1996,"Park, J.K., Gower, C.F.",Canad. J. Earth Sci.,33,746-756,North America,"intrusives, gabbro, norite, mafic rocks",1420,1650,750,800,54.5,-58.5,-13,168,6,8,4,2,54,6,13,49
3059,8028,Pre-Grenvillian Mafic Intrusions,1996,"Park, J.K., Gower, C.F.",Canad. J. Earth Sci.,33,746-756,North America,"intrusives, gabbro, norite, mafic rocks",1420,1650,550,650,54.5,-58.5,2,146,8,11,4,2,37,9,9,31
3247,8375,Knox Megagroup,1996,"Lewchuk, M.T., Symons, D.T.A.","Soc.Econ.Geologists, Spec.Publ.",4,555-566,North America,"sediments, limestones",444,542,271,299,36.2,-87.1,46.1,126.9,1.5,3,4,3,99,3,24,287
3243,8370,Baldock Batholith,1996,"Symons, D.T.A., Lewchuk, M.T., Harris, M.J.","Manitoba Energy and Mines, Minerals Div., Rpt. of Activities",,14-20,North America,"intrusives, granite",1870,1876,1870,1876,56.9,-98.8,65.2,275.3,12.1,12.2,3,3,50.5,6.2,12,60
3061,8034,Marathon (Fort Frances) Reverse Polarity Dykes,1996,"Buchan, K.L., Halls, H.C., Mortensen, J.K.",Canad. J. Earth Sci.,33,1583-1595,North America,"intrusives, diabase",2072,2081,2072,2081,49,-86,51.2,174.7,6.2,9.2,6,4,42,6.8,12,86
3237,8361,Reynard Lake Pluton,1995,"Symons, D.T.A.","Saskatchewan Geol.Surv.Misc.Rpt., 95-4",,137-144,North America,intrusives,1848,1854,1848,1854,54.7,-102,39.7,253.2,9.2,9.4,5,4,52,4.8,18,90
3237,8363,Wekach Lake Gabbro,1995,"Symons, D.T.A.","Saskatchewan Geol.Surv.Misc.Rpt., 95-4",,137-144,North America,"intrusives, gabbro",1846,1852,430,460,54.7,-102,25,137,11,21,2,1,20,21,4,20
3237,8362,Wekach Lake Gabbro,1995,"Symons, D.T.A.","Saskatchewan Geol.Surv.Misc.Rpt., 95-4",,137-144,North America,"intrusives, gabbro",1846,1852,1846,1852,54.7,-102,0.8,255,8.1,11.4,5,3,93,8,5,25
3244,8371,Jan Lake Granite,1995,"Gala, M.G., Symons, D.T.A., Palmer, H.C.","Saskatchewan Geol.Surv.Misc.Rpt., 95-4",,145-152,North America,"intrusives, granite",1766,1768,1766,1768,54.9,-102.8,48.1,269.6,15.1,15.3,5,5,20,7.7,19,95
2995,7773,Blueflower Formation,1995,"Park, J.K.",Canad. J. Earth Sci.,32,718-729,North America,sediments,550,630,500,550,63.4,-128.5,-64,110,13,14,5,2,14.3,8,6,28
2995,7772,Risky Formation,1995,"Park, J.K.",Canad. J. Earth Sci.,32,718-729,North America,"sediments, dolomites",550,580,500,550,64.6,-132.9,-44,142,15,21,3,2,21,15,6,23
2995,7771,Risky Formation,1995,"Park, J.K.",Canad. J. Earth Sci.,32,718-729,North America,"sediments, dolomites",550,580,550,580,64.6,-132.9,-29,7,14,18,4,2,18,11,4,11
3240,8367,Macoun Lake Granodiorite,1994,"Symons, D.T.A., Lohnes, C.A., Lewchuk, M.T.","Saskatchewan Geol.Surv.Misc.Rpt., 94-4",,123-131,North America,"intrusives, granite, granodiorite",1844,1864,1844,1864,56.5,-103.6,43.9,287.7,14.3,15.2,4,4,20,8.1,17,85
2776,7198,Lake Shore Traps,1994,"Diehl,J.F., Haig,T.D.",Canad. J. Earth Sci.,31,369-380,North America,"extrusives, basalts",1085,1089,1085,1089,47.6,-88.1,22.2,180.8,4.5,4.5,5,,20.9,5.9,30,233
3258,8391,Molson C Dykes,1994,"Zhai, Y., Halls, H.C., Bates,M.P.",J.Geophys.Res.,99,21717-21732,North America,"intrusives, mafic to ultramafic",2120,2170,2120,2170,55,-97.5,40.7,203.7,9.7,9.7,6,4,31,6.1,19,108
3258,8392,Pikwitonei Granulite,1994,"Zhai, Y., Halls, H.C., Bates,M.P.",J.Geophys.Res.,99,21717-21732,North America,"metamorphics, granulites",2640,2690,2640,2690,55,-97.5,20.9,226.4,7.6,7.6,6,4,13,6.5,,30
2868,7474,Catoctin Basalts,1994,"Meert, J.G., Van der Voo, R., Payne, T.W.",J.Geophys.Res.,99,4625-4641,North America,"extrusives, basalts",579,615,579,615,38.5,-78.2,-42,116.7,17.4,17.7,7,,59,9,6,28
2868,7475,Catoctin Basalts,1994,"Meert, J.G., Van der Voo, R., Payne, T.W.",J.Geophys.Res.,99,4625-4641,North America,"extrusives, basalts",579,615,505,515,38.5,-78.2,-3.8,183.7,6.9,13.4,5,,16,13,9,50
2868,7476,Catoctin Basalts,1994,"Meert, J.G., Van der Voo, R., Payne, T.W.",J.Geophys.Res.,99,4625-4641,North America,"extrusives, basalts",579,615,440,460,38.5,-78.2,18.7,133.6,7.1,11.3,4,,21,9,15,84
2875,7493,Laramie Anorthosite Complex,1994,"Harlan, S.S., Snee, L.W., Geissman, J.W., Brearley, A.J.",J.Geophys.Res.,99,17997-18020,North America,"intrusives, anorthosite, syenite",1435,1440,1435,1440,41.7,-105.4,-7.4,216.8,3.6,3.6,5,,77.4,3.1,29,194
2875,7494,Sherman Granite,1994,"Harlan, S.S., Snee, L.W., Geissman, J.W., Brearley, A.J.",J.Geophys.Res.,99,17997-18020,North America,"intrusives, granite, diorite",1425,1437,1425,1437,41.2,-105.4,-4.3,210.5,9.4,9.4,5,,46.5,7.6,8,67
2894,7524,Peter Lake Domain,1994,"Symons, D.T.A.",Precambrian Res.,69,11-24,North America,"metamorphics, metagabbros, monzonites",1840,1900,1750,1810,57.2,-103.9,54.2,280,14.6,14.9,4,,19.4,7.6,20,81
2894,7523,Peter Lake Domain,1994,"Symons, D.T.A.",Precambrian Res.,69,11-24,North America,"metamorphics, metagabbros, monzonites",1840,1900,1840,1900,57.2,-103.9,3.3,307.7,7.1,11.8,4,4,16.2,9.8,15,72
2875,7495,Sherman Granite,1994,"Harlan, S.S., Snee, L.W., Geissman, J.W., Brearley, A.J.",J.Geophys.Res.,99,17997-18020,North America,"intrusives, granite, diorite",1425,1437,245,323,41.2,-105.4,50.1,115.5,9.9,9.9,3,,90.6,9.7,4,20
3258,8389,Molson A Dykes (Cuthbert Dyke Swarm),1994,"Zhai, Y., Halls, H.C., Bates,M.P.",J.Geophys.Res.,99,21717-21732,North America,"intrusives, mafic to ultramafic",1700,1800,1700,1800,55,-97.5,15.4,263.5,4.1,4.1,5,3,186,2.7,16,94
3258,8390,Molson B Dykes,1994,"Zhai, Y., Halls, H.C., Bates,M.P.",J.Geophys.Res.,99,21717-21732,North America,"intrusives, mafic to ultramafic",1873,1886,1873,1886,55,-97.5,27.1,219.2,3.8,3.8,6,4,100,2.6,30,170
3238,8364,Missi Formation Conglomerate Clasts,1994,"Symons, D.T.A., Lewchuk, M.T.","Saskatchewan Geol.Surv.Misc.Rpt., 94-4",,111-115,North America,"sediments, conglomerate",1840,1860,1836,1840,54.7,-102,70.8,287.6,17.2,18.1,2,1,8.7,9.5,1,30
3238,8365,Missi Formation Conglomerate Clasts,1994,"Symons, D.T.A., Lewchuk, M.T.","Saskatchewan Geol.Surv.Misc.Rpt., 94-4",,111-115,North America,"sediments, conglomerate",1840,1860,1853,1857,54.7,-102,29.6,290.6,4.8,5.5,4,2,76.5,3.1,1,28
3239,8366,Hanson Lake Pluton,1994,"Gala, M.G., Symons, D.T.A., Palmer, H.C.","Saskatchewan Geol.Surv.Misc.Rpt., 94-4",,116-122,North America,"intrusives, diorite, granodiorite",1842,1846,1842,1846,54.7,-102.8,36.2,265.5,9.7,10.2,4,4,49,5.3,16,80
2820,7302,Shenango Alkaline Complex,1993,"Costanzo-Alvarez,V., Dunlop,D.J., Pesonen,L.J.",J.Geophys.Res.,98,4063-4079,North America,"intrusives, diorite",1030,1080,1030,1080,48.4,-82.8,39.1,189.4,7.8,11.8,6,,17.6,9,16,40
2751,7145,Red Lake Greenstone Belt Batholiths,1993,"Costanzo-Alvarez, V., Dunlop, D.J.",Earth Planet.Sci.Letters,119,599-615,North America,"intrusives, granites",2700,2730,2700,2730,51.1,-93.9,75,222,26,29,4,4,20,16,14,39
2751,7146,Deformation zone rocks,1993,"Costanzo-Alvarez, V., Dunlop, D.J.",Earth Planet.Sci.Letters,119,599-615,North America,"metamorphics,altered diorite,lamprophyre",2570,2635,2570,2635,51.1,-93.9,77,86,3,4,2,2,23,3,6,20
2773,7193,Abitibi Dykes,1993,"Ernst,R.E., Buchan,K.L.",Canad. J. Earth Sci.,30,1886-1897,North America,"intrusives, olivine diabase",1137,1143,1137,1143,48,-81,44.4,211.4,12.1,15.4,6,,33,9.8,8,190
2772,7192,Gila County Diabase Sills,1993,"Harlan, S.S.",Canad. J. Earth Sci.,30,1415-1426,North America,"intrusives, diabase",1070,1110,1070,1110,33.5,-110.7,38.6,247.3,39.7,39.8,4,,22.2,19.9,4,39
2771,7189,Biscotasing Dykes,1993,"Buchan, K.L., Mortensen, J.K., Card, K.D.",Canad. J. Earth Sci.,30,1286-1296,North America,"intrusives, quartz tholeiite",2165,2168,2165,2168,48,-79,27.8,223.3,9.4,12.3,6,5,70,4.5,6,87
2820,7325,Shawmere Anorthosite,1993,"Costanzo-Alvarez,V., Dunlop,D.J., Pesonen,L.J.",J.Geophys.Res.,98,4063-4079,North America,"intrusives, anorthosite",2715,2815,1050,1150,48.2,-82.7,39,224,13.4,15.9,4,,12,9.5,18,58
2820,7324,Lackner and Borden Carbonatites,1993,"Costanzo-Alvarez,V., Dunlop,D.J., Pesonen,L.J.",J.Geophys.Res.,98,4063-4079,North America,"intrusives, nepheline syenite",1095,1115,1095,1115,47.8,-83.1,38.8,184.5,11.1,17.6,4,,31,14,5,11
2820,7303,Nemegonsenda Alkaline Complex,1993,"Costanzo-Alvarez,V., Dunlop,D.J., Pesonen,L.J.",J.Geophys.Res.,98,4063-4079,North America,"intrusives, alkaline syenite",1097,1117,1097,1117,48,-83.1,51.3,188,11.6,16.3,4,,16.9,11.4,11,22
2771,7190,Senneterre Dykes,1993,"Buchan, K.L., Mortensen, J.K., Card, K.D.",Canad. J. Earth Sci.,30,1286-1296,North America,"intrusives, quartz tholeiite",2212,2224,2202,2227,48,-79,-15.3,284.3,4.4,7,7,5,147,5.5,6,68
2772,7191,Gila County Diabase Sills,1993,"Harlan, S.S.",Canad. J. Earth Sci.,30,1415-1426,North America,"intrusives, diabase",1070,1110,1070,1110,33.5,-110.7,24.9,24.8,7,11,5,,17.7,8.7,17,180
2572,6644,Mount Harper Volcanics,1992,"Park, J.K., Roots, C.F., Brunet, N.",Geol.Surv.Canada Paper 92-1E,,1-10,North America,"extrusives, basalts",733,777,700,750,64.8,-140,-24,168,24,24,2,,11,38,3,7
2658,6941,Manitou Falls Formation,1992,"Kotzer, T.G., Kyser, T.K., Irving, E.",Canad. J. Earth Sci.,29,1474-1491,North America,"sediments, hematitic sandstones",1650,1750,900,1000,57.5,-104.5,77,284,5,5,4,,95,3,6,31
2658,6940,Manitou Falls Formation,1992,"Kotzer, T.G., Kyser, T.K., Irving, E.",Canad. J. Earth Sci.,29,1474-1491,North America,"sediments, hematitic sandstones",1650,1750,1450,1650,57.5,-104.5,-12,246,3,5,3,,76,7,1,6
2658,6939,Manitou Falls Formation,1992,"Kotzer, T.G., Kyser, T.K., Irving, E.",Canad. J. Earth Sci.,29,1474-1491,North America,"sediments, hematitic sandstones",1650,1750,1650,1750,57.5,-104.5,12,271,6,7,4,,48,5,2,21
2657,6938,Double Mer Formation,1992,"Murthy, G.S., Gower, C., Tubett, M., Patzold, R.",Canad. J. Earth Sci.,29,1224-1234,North America,"sediments, redbeds",542,600,542,600,54,-59.5,13.7,356.2,10.5,15.7,5,,24.6,11.7,5,25
2657,6937,Long Range Dykes,1992,"Murthy, G.S., Gower, C., Tubett, M., Patzold, R.",Canad. J. Earth Sci.,29,1224-1234,North America,"intrusives, mafic dykes",613,617,613,617,53.7,-56.6,-17.4,35.2,4.4,8,4,,31,7.3,1,5
2657,6936,Long Range Dykes,1992,"Murthy, G.S., Gower, C., Tubett, M., Patzold, R.",Canad. J. Earth Sci.,29,1224-1234,North America,"intrusives, mafic dykes",613,617,613,617,53.7,-56.7,35.5,29.4,14.4,21.7,4,,43,16.4,1,6
2657,6935,Long Range Dykes,1992,"Murthy, G.S., Gower, C., Tubett, M., Patzold, R.",Canad. J. Earth Sci.,29,1224-1234,North America,"intrusives, mafic dykes",613,617,613,617,53.6,-57.5,69.6,352.2,25.6,27.9,5,,67,15.2,3,17
2657,6934,Long Range Dykes,1992,"Murthy, G.S., Gower, C., Tubett, M., Patzold, R.",Canad. J. Earth Sci.,29,1224-1234,North America,"intrusives, mafic dykes",613,617,613,617,53.7,-56.7,11.6,346,18.3,25.7,6,,48,18,12,69
2640,6908,Aldridge (Prichard) Formation and Moyie Sills,1992,"Symons, D.T.A., Timmons, E.A.","Basement Tectonics 8 (ed.M.J.Bartholemew, Kluwer Acad.Publ.)",,373-384,North America,"sediments,argillites,intrusives,gabbros",1423,1443,1300,1400,49.1,-115.9,-33.5,208.6,3,6,4,,32,6,19,82
2640,6907,Aldridge (Prichard) Formation and Moyie Sills,1992,"Symons, D.T.A., Timmons, E.A.","Basement Tectonics 8 (ed.M.J.Bartholemew, Kluwer Acad.Publ.)",,373-384,North America,"sediments,argillites,intrusives,gabbros",1423,1443,800,900,49.1,-115.9,52.4,151.8,7.3,10.2,4,,23.9,7.2,18,49
2640,6906,Aldridge (Prichard) Formation and Moyie Sills,1992,"Symons, D.T.A., Timmons, E.A.","Basement Tectonics 8 (ed.M.J.Bartholemew, Kluwer Acad.Publ.)",,373-384,North America,"sediments,argillites,intrusives,gabbros",1423,1443,150,200,49.1,-115.9,70.1,10,6.5,9.2,4,,26.2,6.5,20,86
2590,6679,Shaler Group Units P1-P3,1992,"Park, J.K.",Geol.Surv.Canada Paper 92-1C,,43-52,North America,"sediments, shales, dolomite, quartzite",780,880,65,146,68.5,-121.7,61,180,14,14,3,,32,8,5,12
2590,6678,Shaler Group Units P1-P3,1992,"Park, J.K.",Geol.Surv.Canada Paper 92-1C,,43-52,North America,"sediments, shales, dolomite, quartzite",780,880,720,726,68.5,-121.7,-9,164,9,17,3,,13,17,4,7
2590,6677,Shaler Group Units P1-P3,1992,"Park, J.K.",Geol.Surv.Canada Paper 92-1C,,43-52,North America,"sediments, shales, dolomite, quartzite",780,880,780,880,68.5,-121.7,9,168,5,10,3,,29,9,4,10
2589,6676,Sekwi Formation,1992,"Park, J.K.",Geol.Surv.Canada Paper 92-1E,,11-22,North America,"sediments, limestones",513,542,30,80,64.5,-129.6,64.6,239.7,12,12,2,,496,6,3,10
2589,6675,Backbone Ranges and Ingta Formations,1992,"Park, J.K.",Geol.Surv.Canada Paper 92-1E,,11-22,North America,"sediments, clastics",530,542,530,542,64.3,-131.8,-59,91,10,11,5,,116,6,4,7
