tab	sites																						
site	location	specimens	dir_alpha95	dir_comp_name	dir_dec	dir_inc	dir_k	dir_n_samples	dir_n_specimens_lines	dir_n_specimens_planes	dir_polarity	dir_r	dir_tilt_correction	lat	lon	geologic_classes	geologic_types	lithologies	criteria	description	software_packages	citations	method_codes
ns074	North Shore Volcanics	ns074b1 : ns074c2 : ns074d1 : ns074e2	17.9	MAG	290.8	42.4	49.8	4	1	3	n	3.9699	0	46.85744	268.03275	Igneous : Extrusive	Lava Flow	Rhyolite	DE-SPEC	nlwb; Lakewood Basalts.	pmagpy-2.03	This study	DE-FM-LP : DA-DIR-GEO
ns074	North Shore Volcanics	ns074b1 : ns074c2 : ns074d1 : ns074e2	17.9	MAG	292.3	61.4	49.6	4	1	3	n	3.9698	100	46.85744	268.03275	Igneous : Extrusive	Lava Flow	Rhyolite	DE-SPEC	nlwb; Lakewood Basalts.	pmagpy-2.03	This study	DE-FM-LP : DA-DIR-TILT
ns074	North Shore Volcanics	ns074a1 : ns074b1 : ns074c2 : ns074d1 : ns074e2	13.4	MAG:HEM	289.6	37.7	51.5	5	1	4	n	4.9612	0	46.85744	268.03275	Igneous : Extrusive	Lava Flow	Rhyolite	DE-SPEC	nlwb; Lakewood Basalts.	pmagpy-2.03	This study	DE-FM-LP : DA-DIR-GEO
ns074	North Shore Volcanics	ns074a1 : ns074b1 : ns074c2 : ns074d1 : ns074e2	13.4	MAG:HEM	290.3	56.7	51.3	5	1	4	n	4.961	100	46.85744	268.03275	Igneous : Extrusive	Lava Flow	Rhyolite	DE-SPEC	nlwb; Lakewood Basalts.	pmagpy-2.03	This study	DE-FM-LP : DA-DIR-TILT
ns075	North Shore Volcanics	ns075a1 : ns075b1 : ns075c2 : ns075d2 : ns075f1	5.8	MAG	307.6	51.3	175.6	5	5	0	n	4.9772	100	46.86576	268.04598	Igneous : Extrusive	Lava Flow	Rhyolite	DE-SPEC	nlwb; Lakewood Basalts.	pmagpy-2.03	This study	DE-FM : DA-DIR-TILT
ns075	North Shore Volcanics	ns075a1 : ns075b1 : ns075c2 : ns075d2 : ns075f1	5.8	MAG	302.4	33.1	175.8	5	5	0	n	4.9773	0	46.86576	268.04598	Igneous : Extrusive	Lava Flow	Rhyolite	DE-SPEC	nlwb; Lakewood Basalts.	pmagpy-2.03	This study	DE-FM : DA-DIR-GEO
ns076	North Shore Volcanics	ns076a1 : ns076b1 : ns076d1 : ns076e1 : ns076f1	54.2	MAG	334.4	70.6	2.9	5	5	0	n	3.6425	0	46.85625	268.03115	Igneous : Extrusive	Lava Flow	Rhyolite	DE-SPEC	nlwb; Lakewood Basalts.	pmagpy-2.03	This study	DE-FM : DA-DIR-GEO
ns076	North Shore Volcanics	ns076a1 : ns076b1 : ns076d1 : ns076e1 : ns076f1	54.2	MAG	38.6	75.1	2.9	5	5	0	n	3.6438	100	46.85625	268.03115	Igneous : Extrusive	Lava Flow	Rhyolite	DE-SPEC	nlwb; Lakewood Basalts.	pmagpy-2.03	This study	DE-FM : DA-DIR-TILT
ns077	North Shore Volcanics	ns077b1 : ns077c1 : ns077f1 : ns077g1	6.5	MAG	305.5	16.5	200.6	4	4	0	n	3.985	0	46.86121	268.03966	Igneous : Extrusive	Lava Flow	Basalt	DE-SPEC	nlwb; Lakewood Basalts.	pmagpy-2.03	This study	DE-FM : DA-DIR-GEO
ns077	North Shore Volcanics	ns077b1 : ns077c1 : ns077f1 : ns077g1	6.5	MAG	308.4	34.5	201.4	4	4	0	n	3.9851	100	46.86121	268.03966	Igneous : Extrusive	Lava Flow	Basalt	DE-SPEC	nlwb; Lakewood Basalts.	pmagpy-2.03	This study	DE-FM : DA-DIR-TILT
ns078	North Shore Volcanics	ns078c1 : ns078d1 : ns078f1 : ns078g1 : ns078h1	5	HEM	277.7	34.8	238.2	5	5	0	n	4.9832	100	46.85303	268.02196	Igneous : Extrusive	Lava Flow	Rhyolite	DE-SPEC	nlwb; Lakewood Basalts.	pmagpy-2.03	This study	DE-FM : DA-DIR-TILT
ns078	North Shore Volcanics	ns078c1 : ns078d1 : ns078f1 : ns078g1 : ns078h1	5	HEM	279.2	16.1	238.4	5	5	0	n	4.9832	0	46.85303	268.02196	Igneous : Extrusive	Lava Flow	Rhyolite	DE-SPEC	nlwb; Lakewood Basalts.	pmagpy-2.03	This study	DE-FM : DA-DIR-GEO
ns079	North Shore Volcanics	ns079a1 : ns079b1 : ns079d1 : ns079f1	4	HEM	285.7	30.5	963.9	4	1	3	n	3.9984	0	46.85781	268.03353	Igneous : Extrusive	Lava Flow	Basalt	DE-SPEC	nlwb; Lakewood Basalts.	pmagpy-2.03	This study	DE-FM-LP : DA-DIR-GEO
ns079	North Shore Volcanics	ns079a1 : ns079b1 : ns079d1 : ns079f1	4	HEM	285	49.5	958.8	4	1	3	n	3.9984	100	46.85781	268.03353	Igneous : Extrusive	Lava Flow	Basalt	DE-SPEC	nlwb; Lakewood Basalts.	pmagpy-2.03	This study	DE-FM-LP : DA-DIR-TILT
ns080	North Shore Volcanics	ns080a1 : ns080a2 : ns080b1 : ns080e1 : ns080f2	6.4	HEM	286	38.8	142	5	5	0	n	4.9718	100	46.8525	268.02071	Igneous : Extrusive	Lava Flow	Rhyolite	DE-SPEC	nlwb; Lakewood Basalts.	pmagpy-2.03	This study	DE-FM : DA-DIR-TILT
ns080	North Shore Volcanics	ns080a1 : ns080a2 : ns080b1 : ns080e1 : ns080f2	6.5	HEM	286.4	19.8	141.3	5	5	0	n	4.9717	0	46.8525	268.02071	Igneous : Extrusive	Lava Flow	Rhyolite	DE-SPEC	nlwb; Lakewood Basalts.	pmagpy-2.03	This study	DE-FM : DA-DIR-GEO
ns081	North Shore Volcanics	ns081a1 : ns081b1 : ns081c1 : ns081d2 : ns081e1	7.2	HEM	273.3	51.4	114.3	5	5	0	n	4.965	100	46.85641	268.0295	Igneous : Extrusive	Lava Flow	Basalt	DE-SPEC	nlwb; Lakewood Basalts.	pmagpy-2.03	This study	DE-FM : DA-DIR-TILT
ns081	North Shore Volcanics	ns081a1 : ns081b1 : ns081c1 : ns081d2 : ns081e1	7.2	HEM	277.2	32.9	115	5	5	0	n	4.9652	0	46.85641	268.0295	Igneous : Extrusive	Lava Flow	Basalt	DE-SPEC	nlwb; Lakewood Basalts.	pmagpy-2.03	This study	DE-FM : DA-DIR-GEO
ns083	North Shore Volcanics	ns083b1 : ns083c2 : ns083d1 : ns083f1	7.7	HEM	286.8	39.4	143.3	4	4	0	n	3.9791	0	46.85339	268.02273	Igneous : Extrusive	Lava Flow	Basalt	DE-SPEC	nlwb; Lakewood Basalts.	pmagpy-2.03	This study	DE-FM : DA-DIR-GEO
ns083	North Shore Volcanics	ns083b1 : ns083c2 : ns083d1 : ns083f1	7.7	HEM	286.3	58.4	143.5	4	4	0	n	3.9791	100	46.85339	268.02273	Igneous : Extrusive	Lava Flow	Basalt	DE-SPEC	nlwb; Lakewood Basalts.	pmagpy-2.03	This study	DE-FM : DA-DIR-TILT
ns085	North Shore Volcanics	ns085a1 : ns085b1 : ns085c1 : ns085f1 : ns085g1	3.9	HEM	280.5	19.3	383.7	5	5	0	n	4.9896	0	46.8528	268.02126	Igneous : Extrusive	Lava Flow	Rhyolite	DE-SPEC	nlwb; Lakewood Basalts.	pmagpy-2.03	This study	DE-FM : DA-DIR-GEO
ns085	North Shore Volcanics	ns085a1 : ns085b1 : ns085c1 : ns085f1 : ns085g1	3.9	HEM	279	38.1	383.5	5	5	0	n	4.9896	100	46.8528	268.02126	Igneous : Extrusive	Lava Flow	Rhyolite	DE-SPEC	nlwb; Lakewood Basalts.	pmagpy-2.03	This study	DE-FM : DA-DIR-TILT
ns087	North Shore Volcanics	ns087a1 : ns087b1 : ns087c1 : ns087d1 : ns087e1	5.2	HEM	280.7	38.9	221.6	5	5	0	n	4.9819	100	46.85188	268.01965	Igneous : Extrusive	Lava Flow	Not Specified	DE-SPEC	nlwb; Lakewood Basalts.	pmagpy-2.03	This study	DE-FM : DA-DIR-TILT
ns087	North Shore Volcanics	ns087a1 : ns087b1 : ns087c1 : ns087d1 : ns087e1	5.1	HEM	281.9	20	223.4	5	5	0	n	4.9821	0	46.85188	268.01965	Igneous : Extrusive	Lava Flow	Not Specified	DE-SPEC	nlwb; Lakewood Basalts.	pmagpy-2.03	This study	DE-FM : DA-DIR-GEO
