tab 	specimens
citations	dir_comp	dir_dang	dir_dec	dir_inc	dir_mad_free	dir_n_comps	dir_n_measurements	dir_tilt_correction	experiments	instrument_codes	int_corr	meas_step_max	meas_step_min	meas_step_unit	method_codes	result_quality	sample	software_packages	specimen	weight
This study	mt	4.9	237.8	39.4	9.5	2	5	0.0	PF18-151a_LP-DIR-T	hargrave 2021-06-03 15:07:16	u	873.0	833.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PF18-151	pmagpy-4.2.24-1: demag_gui	PF18-151a	
This study	hdt	0.0	258.4	-0.8	5.7	2	1	100.0	PF18-151a_LP-DIR-T	hargrave 2021-06-03 15:07:16	u	969.0	913.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	PF18-151	pmagpy-4.2.24-1: demag_gui	PF18-151a	
This study	mt	4.9	264.0	-7.0	9.5	2	5	100.0	PF18-151a_LP-DIR-T	hargrave 2021-06-03 15:07:16	u	873.0	833.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	PF18-151	pmagpy-4.2.24-1: demag_gui	PF18-151a	
This study	mht	2.5	272.7	61.4	4.1	1	16	-1.0	PF18-152a_LP-DIR-T	hargrave 2021-06-03 15:08:52	u	903.0	648.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	PF18-152	pmagpy-4.2.24-1: demag_gui	PF18-152a	
This study	mht	2.5	266.8	50.5	4.1	1	16	0.0	PF18-152a_LP-DIR-T	hargrave 2021-06-03 15:08:52	u	903.0	648.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PF18-152	pmagpy-4.2.24-1: demag_gui	PF18-152a	
This study	mht	2.5	283.6	-20.1	4.1	1	16	100.0	PF18-152a_LP-DIR-T	hargrave 2021-06-03 15:08:52	u	903.0	648.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	PF18-152	pmagpy-4.2.24-1: demag_gui	PF18-152a	
This study	mht	6.4	278.8	-20.2	3.9	1	15	100.0	PF18-153a_LP-DIR-T	hargrave 2021-06-03 15:10:28	u	883.0	623.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	PF18-153	pmagpy-4.2.24-1: demag_gui	PF18-153a	
This study	mht	6.4	196.3	18.5	3.9	1	15	-1.0	PF18-153a_LP-DIR-T	hargrave 2021-06-03 15:10:28	u	883.0	623.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	PF18-153	pmagpy-4.2.24-1: demag_gui	PF18-153a	
This study	mht	6.4	262.5	46.9	3.9	1	15	0.0	PF18-153a_LP-DIR-T	hargrave 2021-06-03 15:10:28	u	883.0	623.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PF18-153	pmagpy-4.2.24-1: demag_gui	PF18-153a	
This study	mht	0.4	190.7	19.0	2.1	1	17	-1.0	PF18-154a_LP-DIR-T	hargrave 2021-06-03 15:12:03	u	893.0	598.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	PF18-154	pmagpy-4.2.24-1: demag_gui	PF18-154a	
This study	mht	0.4	270.0	45.3	2.1	1	17	0.0	PF18-154a_LP-DIR-T	hargrave 2021-06-03 15:12:03	u	893.0	598.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PF18-154	pmagpy-4.2.24-1: demag_gui	PF18-154a	
This study	mht	0.4	281.0	-25.2	2.1	1	17	100.0	PF18-154a_LP-DIR-T	hargrave 2021-06-03 15:12:03	u	893.0	598.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	PF18-154	pmagpy-4.2.24-1: demag_gui	PF18-154a	
This study	mht	4.3	283.2	-25.6	3.3	2	15	100.0	PF18-155a_LP-DIR-T	hargrave 2021-06-03 15:13:33	u	893.0	648.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	PF18-155	pmagpy-4.2.24-1: demag_gui	PF18-155a	
This study	lt	31.3	217.4	64.8	3.6	2	4	-1.0	PF18-155a_LP-DIR-T	hargrave 2021-06-03 15:13:33	u	523.0	373.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	PF18-155	pmagpy-4.2.24-1: demag_gui	PF18-155a	
This study	mht	4.3	272.4	46.6	3.3	2	15	0.0	PF18-155a_LP-DIR-T	hargrave 2021-06-03 15:13:33	u	893.0	648.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PF18-155	pmagpy-4.2.24-1: demag_gui	PF18-155a	
This study	lt	31.3	8.7	69.3	3.6	2	4	0.0	PF18-155a_LP-DIR-T	hargrave 2021-06-03 15:13:33	u	523.0	373.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PF18-155	pmagpy-4.2.24-1: demag_gui	PF18-155a	
This study	mht	4.3	205.4	16.2	3.3	2	15	-1.0	PF18-155a_LP-DIR-T	hargrave 2021-06-03 15:13:33	u	893.0	648.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	PF18-155	pmagpy-4.2.24-1: demag_gui	PF18-155a	
This study	lt	31.3	329.9	-4.8	3.6	2	4	100.0	PF18-155a_LP-DIR-T	hargrave 2021-06-03 15:13:33	u	523.0	373.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	PF18-155	pmagpy-4.2.24-1: demag_gui	PF18-155a	
This study	lt	44.3	274.9	66.1	7.7	2	4	-1.0	PF18-156a_LP-DIR-T	hargrave 2021-06-03 15:15:01	u	523.0	373.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	PF18-156	pmagpy-4.2.24-1: demag_gui	PF18-156a	
This study	lt	44.3	347.1	-8.9	7.7	2	4	100.0	PF18-156a_LP-DIR-T	hargrave 2021-06-03 15:15:01	u	523.0	373.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	PF18-156	pmagpy-4.2.24-1: demag_gui	PF18-156a	
This study	mht	3.3	280.4	-26.8	3.8	2	14	100.0	PF18-156a_LP-DIR-T	hargrave 2021-06-03 15:15:01	u	903.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	PF18-156	pmagpy-4.2.24-1: demag_gui	PF18-156a	
This study	mht	3.3	203.5	18.9	3.8	2	14	-1.0	PF18-156a_LP-DIR-T	hargrave 2021-06-03 15:15:01	u	903.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	PF18-156	pmagpy-4.2.24-1: demag_gui	PF18-156a	
This study	lt	44.3	18.3	52.3	7.7	2	4	0.0	PF18-156a_LP-DIR-T	hargrave 2021-06-03 15:15:01	u	523.0	373.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PF18-156	pmagpy-4.2.24-1: demag_gui	PF18-156a	
This study	mht	3.3	271.2	43.9	3.8	2	14	0.0	PF18-156a_LP-DIR-T	hargrave 2021-06-03 15:15:01	u	903.0	723.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PF18-156	pmagpy-4.2.24-1: demag_gui	PF18-156a	
This study	mht	5.7	208.1	30.0	3.9	1	16	-1.0	PF18-157a_LP-DIR-T	hargrave 2021-06-03 15:16:32	u	903.0	648.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	PF18-157	pmagpy-4.2.24-1: demag_gui	PF18-157a	
This study	mht	5.7	278.5	-25.1	3.9	1	16	100.0	PF18-157a_LP-DIR-T	hargrave 2021-06-03 15:16:32	u	903.0	648.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	PF18-157	pmagpy-4.2.24-1: demag_gui	PF18-157a	
This study	mht	5.7	267.9	43.7	3.9	1	16	0.0	PF18-157a_LP-DIR-T	hargrave 2021-06-03 15:16:32	u	903.0	648.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PF18-157	pmagpy-4.2.24-1: demag_gui	PF18-157a	
This study	mht	4.6	257.7	47.3	4.3	1	21	0.0	PF18-158a_LP-DIR-T	hargrave 2021-06-03 15:18:19	u	933.0	598.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PF18-158	pmagpy-4.2.24-1: demag_gui	PF18-158a	
This study	mht	4.6	197.7	9.9	4.3	1	21	-1.0	PF18-158a_LP-DIR-T	hargrave 2021-06-03 15:18:19	u	933.0	598.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	PF18-158	pmagpy-4.2.24-1: demag_gui	PF18-158a	
This study	mht	4.6	277.2	-17.2	4.3	1	21	100.0	PF18-158a_LP-DIR-T	hargrave 2021-06-03 15:18:19	u	933.0	598.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	PF18-158	pmagpy-4.2.24-1: demag_gui	PF18-158a	
This study	mht	4.1	262.1	44.0	5.8	1	18	0.0	PF18-159a_LP-DIR-T	hargrave 2021-06-03 15:21:56	u	933.0	688.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PF18-159	pmagpy-4.2.24-1: demag_gui	PF18-159a	
This study	mht	4.1	276.1	-21.6	5.8	1	18	100.0	PF18-159a_LP-DIR-T	hargrave 2021-06-03 15:21:56	u	933.0	688.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	PF18-159	pmagpy-4.2.24-1: demag_gui	PF18-159a	
This study	mht	4.1	213.2	22.7	5.8	1	18	-1.0	PF18-159a_LP-DIR-T	hargrave 2021-06-03 15:21:56	u	933.0	688.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	PF18-159	pmagpy-4.2.24-1: demag_gui	PF18-159a	
This study	lt	22.7	357.3	73.8	2.2	3	3	0.0	PF18-15a_LP-DIR-T	hargrave 2021-06-10 13:46:57	u	473.0	373.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PF18-15	pmagpy-4.2.24-1: demag_gui	PF18-15a	
This study	lt	22.7	230.8	70.6	2.2	3	3	-1.0	PF18-15a_LP-DIR-T	hargrave 2021-06-10 13:46:57	u	473.0	373.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	PF18-15	pmagpy-4.2.24-1: demag_gui	PF18-15a	
This study	hdt	0.0	163.9	45.4	2.6	3	12	-1.0	PF18-15a_LP-DIR-T	hargrave 2021-06-10 13:46:57	u	968.0	945.0	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	PF18-15	pmagpy-4.2.24-1: demag_gui	PF18-15a	
This study	mht	10.8	184.8	43.4	7.7	3	1	-1.0	PF18-15a_LP-DIR-T	hargrave 2021-06-10 13:46:57	u	893.0	793.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	PF18-15	pmagpy-4.2.24-1: demag_gui	PF18-15a	
This study	hdt	0.0	218.7	63.3	2.6	3	12	0.0	PF18-15a_LP-DIR-T	hargrave 2021-06-10 13:46:57	u	968.0	945.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	PF18-15	pmagpy-4.2.24-1: demag_gui	PF18-15a	
This study	mht	10.8	251.9	62.3	7.7	3	1	0.0	PF18-15a_LP-DIR-T	hargrave 2021-06-10 13:46:57	u	893.0	793.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PF18-15	pmagpy-4.2.24-1: demag_gui	PF18-15a	
This study	mht	10.8	287.7	-5.7	7.7	3	1	100.0	PF18-15a_LP-DIR-T	hargrave 2021-06-10 13:46:57	u	893.0	793.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	PF18-15	pmagpy-4.2.24-1: demag_gui	PF18-15a	
This study	hdt	0.0	284.5	8.9	2.6	3	12	100.0	PF18-15a_LP-DIR-T	hargrave 2021-06-10 13:46:57	u	968.0	945.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	PF18-15	pmagpy-4.2.24-1: demag_gui	PF18-15a	
This study	lt	22.7	323.1	-2.8	2.2	3	3	100.0	PF18-15a_LP-DIR-T	hargrave 2021-06-10 13:46:57	u	473.0	373.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	PF18-15	pmagpy-4.2.24-1: demag_gui	PF18-15a	
This study	hdt	0.0	203.5	19.7	3.1	2	7	-1.0	PF18-160a_LP-DIR-T	hargrave 2021-06-03 15:23:29	u	969.0	945.0	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	PF18-160	pmagpy-4.2.24-1: demag_gui	PF18-160a	
This study	hct	6.8	210.9	31.9	5.9	2	15	-1.0	PF18-160a_LP-DIR-T	hargrave 2021-06-03 15:23:29	u	903.0	688.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	PF18-160	pmagpy-4.2.24-1: demag_gui	PF18-160a	
This study	hdt	0.0	237.9	35.1	3.1	2	7	0.0	PF18-160a_LP-DIR-T	hargrave 2021-06-03 15:23:29	u	969.0	945.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	PF18-160	pmagpy-4.2.24-1: demag_gui	PF18-160a	
This study	hct	6.8	249.4	45.9	5.9	2	15	0.0	PF18-160a_LP-DIR-T	hargrave 2021-06-03 15:23:29	u	903.0	688.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PF18-160	pmagpy-4.2.24-1: demag_gui	PF18-160a	
This study	hdt	0.0	259.8	-8.1	3.1	2	7	100.0	PF18-160a_LP-DIR-T	hargrave 2021-06-03 15:23:29	u	969.0	945.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	PF18-160	pmagpy-4.2.24-1: demag_gui	PF18-160a	
This study	hct	6.8	273.1	-12.8	5.9	2	15	100.0	PF18-160a_LP-DIR-T	hargrave 2021-06-03 15:23:29	u	903.0	688.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	PF18-160	pmagpy-4.2.24-1: demag_gui	PF18-160a	
This study	hdt	0.0	238.0	32.5	2.0	2	8	0.0	PF18-161a_LP-DIR-T	hargrave 2021-06-03 15:25:06	u	969.0	941.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	PF18-161	pmagpy-4.2.24-1: demag_gui	PF18-161a	
This study	hct	9.7	205.2	26.3	6.0	2	16	-1.0	PF18-161a_LP-DIR-T	hargrave 2021-06-03 15:25:06	u	913.0	688.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	PF18-161	pmagpy-4.2.24-1: demag_gui	PF18-161a	
This study	hct	9.7	254.6	44.0	6.0	2	16	0.0	PF18-161a_LP-DIR-T	hargrave 2021-06-03 15:25:06	u	913.0	688.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PF18-161	pmagpy-4.2.24-1: demag_gui	PF18-161a	
This study	hdt	0.0	257.3	-8.9	2.0	2	8	100.0	PF18-161a_LP-DIR-T	hargrave 2021-06-03 15:25:06	u	969.0	941.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	PF18-161	pmagpy-4.2.24-1: demag_gui	PF18-161a	
This study	hct	9.7	273.0	-16.9	6.0	2	16	100.0	PF18-161a_LP-DIR-T	hargrave 2021-06-03 15:25:06	u	913.0	688.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	PF18-161	pmagpy-4.2.24-1: demag_gui	PF18-161a	
This study	hdt	0.0	193.3	13.1	2.0	2	8	-1.0	PF18-161a_LP-DIR-T	hargrave 2021-06-03 15:25:06	u	969.0	941.0	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	PF18-161	pmagpy-4.2.24-1: demag_gui	PF18-161a	
This study	hdt	0.0	237.7	30.0	4.4	2	6	0.0	PF18-162a_LP-DIR-T	hargrave 2021-06-03 15:26:46	u	969.0	947.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	PF18-162	pmagpy-4.2.24-1: demag_gui	PF18-162a	
This study	hct	14.5	274.8	-25.4	6.9	2	19	100.0	PF18-162a_LP-DIR-T	hargrave 2021-06-03 15:26:46	u	933.0	648.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	PF18-162	pmagpy-4.2.24-1: demag_gui	PF18-162a	
This study	hdt	0.0	254.9	-9.2	4.4	2	6	100.0	PF18-162a_LP-DIR-T	hargrave 2021-06-03 15:26:46	u	969.0	947.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	PF18-162	pmagpy-4.2.24-1: demag_gui	PF18-162a	
This study	hct	14.5	265.5	40.9	6.9	2	19	0.0	PF18-162a_LP-DIR-T	hargrave 2021-06-03 15:26:46	u	933.0	648.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PF18-162	pmagpy-4.2.24-1: demag_gui	PF18-162a	
This study	hct	14.5	203.2	21.9	6.9	2	19	-1.0	PF18-162a_LP-DIR-T	hargrave 2021-06-03 15:26:46	u	933.0	648.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	PF18-162	pmagpy-4.2.24-1: demag_gui	PF18-162a	
This study	hdt	0.0	180.9	9.0	4.4	2	6	-1.0	PF18-162a_LP-DIR-T	hargrave 2021-06-03 15:26:46	u	969.0	947.0	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	PF18-162	pmagpy-4.2.24-1: demag_gui	PF18-162a	
This study	hdt	0.0	257.9	-13.4	3.8	2	1	100.0	PF18-163a_LP-DIR-T	hargrave 2021-06-03 15:28:29	u	969.0	933.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	PF18-163	pmagpy-4.2.24-1: demag_gui	PF18-163a	
This study	hct	15.2	267.4	41.1	11.9	2	19	0.0	PF18-163a_LP-DIR-T	hargrave 2021-06-03 15:28:29	u	913.0	598.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PF18-163	pmagpy-4.2.24-1: demag_gui	PF18-163a	
This study	hdt	0.0	243.4	31.8	3.8	2	1	0.0	PF18-163a_LP-DIR-T	hargrave 2021-06-03 15:28:29	u	969.0	933.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	PF18-163	pmagpy-4.2.24-1: demag_gui	PF18-163a	
This study	hct	15.2	201.5	1.9	11.9	2	19	-1.0	PF18-163a_LP-DIR-T	hargrave 2021-06-03 15:28:29	u	913.0	598.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	PF18-163	pmagpy-4.2.24-1: demag_gui	PF18-163a	
This study	hdt	0.0	184.5	-11.0	3.8	2	1	-1.0	PF18-163a_LP-DIR-T	hargrave 2021-06-03 15:28:29	u	969.0	933.0	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	PF18-163	pmagpy-4.2.24-1: demag_gui	PF18-163a	
This study	hct	15.2	276.0	-26.4	11.9	2	19	100.0	PF18-163a_LP-DIR-T	hargrave 2021-06-03 15:28:29	u	913.0	598.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	PF18-163	pmagpy-4.2.24-1: demag_gui	PF18-163a	
This study	lt	27.1	184.5	68.9	4.2	3	5	-1.0	PF18-16a_LP-DIR-T	hargrave 2021-06-10 13:48:20	u	523.0	323.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	PF18-16	pmagpy-4.2.24-1: demag_gui	PF18-16a	
This study	hdt	0.0	170.1	25.4	4.6	3	15	-1.0	PF18-16a_LP-DIR-T	hargrave 2021-06-10 13:48:20	u	968.0	933.0	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	PF18-16	pmagpy-4.2.24-1: demag_gui	PF18-16a	
This study	mt	6.2	174.3	31.1	7.0	3	9	-1.0	PF18-16a_LP-DIR-T	hargrave 2021-06-10 13:48:20	u	863.0	748.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	PF18-16	pmagpy-4.2.24-1: demag_gui	PF18-16a	
This study	lt	27.1	22.4	77.0	4.2	3	5	0.0	PF18-16a_LP-DIR-T	hargrave 2021-06-10 13:48:20	u	523.0	323.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PF18-16	pmagpy-4.2.24-1: demag_gui	PF18-16a	
This study	hdt	0.0	192.4	58.5	4.6	3	15	0.0	PF18-16a_LP-DIR-T	hargrave 2021-06-10 13:48:20	u	968.0	933.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	PF18-16	pmagpy-4.2.24-1: demag_gui	PF18-16a	
This study	mt	6.2	198.2	64.8	7.0	3	9	0.0	PF18-16a_LP-DIR-T	hargrave 2021-06-10 13:48:20	u	863.0	748.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PF18-16	pmagpy-4.2.24-1: demag_gui	PF18-16a	
This study	mt	6.2	287.2	17.6	7.0	3	9	100.0	PF18-16a_LP-DIR-T	hargrave 2021-06-10 13:48:20	u	863.0	748.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	PF18-16	pmagpy-4.2.24-1: demag_gui	PF18-16a	
This study	lt	27.1	323.8	4.2	4.2	3	5	100.0	PF18-16a_LP-DIR-T	hargrave 2021-06-10 13:48:20	u	523.0	323.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	PF18-16	pmagpy-4.2.24-1: demag_gui	PF18-16a	
This study	hdt	0.0	282.0	22.3	4.6	3	15	100.0	PF18-16a_LP-DIR-T	hargrave 2021-06-10 13:48:20	u	968.0	933.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	PF18-16	pmagpy-4.2.24-1: demag_gui	PF18-16a	
This study	mht	17.6	282.7	-18.9	9.4	3	8	100.0	PF18-17a_LP-DIR-T	hargrave 2021-06-10 13:49:45	u	893.0	823.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	PF18-17	pmagpy-4.2.24-1: demag_gui	PF18-17a	
This study	mht	17.6	265.7	50.4	9.4	3	8	0.0	PF18-17a_LP-DIR-T	hargrave 2021-06-10 13:49:45	u	893.0	823.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PF18-17	pmagpy-4.2.24-1: demag_gui	PF18-17a	
This study	lt	19.1	262.0	72.6	1.2	3	3	-1.0	PF18-17a_LP-DIR-T	hargrave 2021-06-10 13:49:45	u	473.0	373.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	PF18-17	pmagpy-4.2.24-1: demag_gui	PF18-17a	
This study	hdt	0.0	160.9	48.7	7.7	3	13	-1.0	PF18-17a_LP-DIR-T	hargrave 2021-06-10 13:49:45	u	968.0	941.0	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	PF18-17	pmagpy-4.2.24-1: demag_gui	PF18-17a	
This study	mht	17.6	200.8	40.3	9.4	3	8	-1.0	PF18-17a_LP-DIR-T	hargrave 2021-06-10 13:49:45	u	893.0	823.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	PF18-17	pmagpy-4.2.24-1: demag_gui	PF18-17a	
This study	lt	19.1	356.1	70.8	1.2	3	3	0.0	PF18-17a_LP-DIR-T	hargrave 2021-06-10 13:49:45	u	473.0	373.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PF18-17	pmagpy-4.2.24-1: demag_gui	PF18-17a	
This study	hdt	0.0	280.0	10.2	7.7	3	13	100.0	PF18-17a_LP-DIR-T	hargrave 2021-06-10 13:49:45	u	968.0	941.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	PF18-17	pmagpy-4.2.24-1: demag_gui	PF18-17a	
This study	lt	19.1	324.9	-5.2	1.2	3	3	100.0	PF18-17a_LP-DIR-T	hargrave 2021-06-10 13:49:45	u	473.0	373.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	PF18-17	pmagpy-4.2.24-1: demag_gui	PF18-17a	
This study	hdt	0.0	215.9	58.9	7.7	3	13	0.0	PF18-17a_LP-DIR-T	hargrave 2021-06-10 13:49:45	u	968.0	941.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	PF18-17	pmagpy-4.2.24-1: demag_gui	PF18-17a	
This study	lt	29.4	321.0	-4.8	8.1	3	5	100.0	PF18-18a_LP-DIR-T	hargrave 2021-06-10 13:51:14	u	473.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	PF18-18	pmagpy-4.2.24-1: demag_gui	PF18-18a	
This study	hdt	0.0	274.2	-3.5	1.8	3	15	100.0	PF18-18a_LP-DIR-T	hargrave 2021-06-10 13:51:14	u	968.0	933.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	PF18-18	pmagpy-4.2.24-1: demag_gui	PF18-18a	
This study	mt	2.6	277.8	-2.8	10.6	3	9	100.0	PF18-18a_LP-DIR-T	hargrave 2021-06-10 13:51:14	u	863.0	748.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	PF18-18	pmagpy-4.2.24-1: demag_gui	PF18-18a	
This study	lt	29.4	347.2	73.6	8.1	3	5	0.0	PF18-18a_LP-DIR-T	hargrave 2021-06-10 13:51:14	u	473.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PF18-18	pmagpy-4.2.24-1: demag_gui	PF18-18a	
This study	hdt	0.0	238.0	50.9	1.8	3	15	0.0	PF18-18a_LP-DIR-T	hargrave 2021-06-10 13:51:14	u	968.0	933.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	PF18-18	pmagpy-4.2.24-1: demag_gui	PF18-18a	
This study	mt	2.6	238.8	54.6	10.6	3	9	0.0	PF18-18a_LP-DIR-T	hargrave 2021-06-10 13:51:14	u	863.0	748.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PF18-18	pmagpy-4.2.24-1: demag_gui	PF18-18a	
This study	lt	29.4	221.4	68.2	8.1	3	5	-1.0	PF18-18a_LP-DIR-T	hargrave 2021-06-10 13:51:14	u	473.0	273.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	PF18-18	pmagpy-4.2.24-1: demag_gui	PF18-18a	
This study	hdt	0.0	187.3	26.2	1.8	3	15	-1.0	PF18-18a_LP-DIR-T	hargrave 2021-06-10 13:51:14	u	968.0	933.0	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	PF18-18	pmagpy-4.2.24-1: demag_gui	PF18-18a	
This study	mt	2.6	187.4	29.9	10.6	3	9	-1.0	PF18-18a_LP-DIR-T	hargrave 2021-06-10 13:51:14	u	863.0	748.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	PF18-18	pmagpy-4.2.24-1: demag_gui	PF18-18a	
This study	lt	25.8	230.7	65.2	3.2	2	3	-1.0	PF18-19b_LP-DIR-T	hargrave 2021-06-10 13:52:45	u	423.0	323.0	K	LP-DIR-T:DE-BFL:DA-DIR	g	PF18-19	pmagpy-4.2.24-1: demag_gui	PF18-19b	
This study	hdt	0.0	187.0	28.0	1.6	2	15	-1.0	PF18-19b_LP-DIR-T	hargrave 2021-06-10 13:52:45	u	968.0	933.0	K	LP-DIR-T:DE-BFL-A:DA-DIR	g	PF18-19	pmagpy-4.2.24-1: demag_gui	PF18-19b	
This study	lt	25.8	355.8	68.3	3.2	2	3	0.0	PF18-19b_LP-DIR-T	hargrave 2021-06-10 13:52:45	u	423.0	323.0	K	LP-DIR-T:DE-BFL:DA-DIR-GEO	g	PF18-19	pmagpy-4.2.24-1: demag_gui	PF18-19b	
This study	hdt	0.0	248.1	54.7	1.6	2	15	0.0	PF18-19b_LP-DIR-T	hargrave 2021-06-10 13:52:45	u	968.0	933.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	g	PF18-19	pmagpy-4.2.24-1: demag_gui	PF18-19b	
This study	hdt	0.0	280.0	-7.7	1.6	2	15	100.0	PF18-19b_LP-DIR-T	hargrave 2021-06-10 13:52:45	u	968.0	933.0	K	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	g	PF18-19	pmagpy-4.2.24-1: demag_gui	PF18-19b	
This study	lt	25.8	326.5	-7.0	3.2	2	3	100.0	PF18-19b_LP-DIR-T	hargrave 2021-06-10 13:52:45	u	423.0	323.0	K	LP-DIR-T:DE-BFL:DA-DIR-TILT	g	PF18-19	pmagpy-4.2.24-1: demag_gui	PF18-19b	
